data1,data2,data3
0.148274,0.677357,1
0.140772,0.613987,1
0.197414,0.726409,1
0.266147,0.647084,1
0.146266,0.704245,1
0.14004,0.66627,1
0.166537,0.704149,1
0.136667,0.773001,1
0.161455,0.800814,1
0.150066,0.674129,1
0.252308,0.677953,1
0.234606,0.664697,1
0.159436,0.587233,1
0.120659,0.807485,1
0.276606,0.627592,1
0.157707,0.720366,1
0.271133,0.574928,1
0.188084,0.666536,1
0.182642,0.740987,1
0.177405,0.61712,1
0.160421,0.786974,1
0.18201,0.682515,1
0.168448,0.758073,1
0.185477,0.649614,1
0.128212,0.788409,1
0.107699,0.788074,1
0.118001,0.96745,1
0.104275,0.813849,1
0.060464,0.955661,1
0.187468,0.659763,1
0.164067,0.717107,1
0.218176,0.740399,1
0.198018,0.623652,1
0.21252,0.589352,1
0.228505,0.661131,1
0.21617,0.637544,1
0.139773,0.731125,1
0.12579,0.704275,1
0.156995,0.756081,1
0.193314,0.731416,1
0.149465,0.675401,1
0.0922,0.795746,1
0.121054,0.776911,1
0.200684,0.598079,1
0.195512,0.62076,1
0.278707,0.561298,1
0.130771,0.774782,1
0.146725,0.737006,1
0.149565,0.630247,1
0.146036,0.794064,1
0.162882,0.636796,1
0.166796,0.777829,1
0.176125,0.709485,1
0.157936,0.699114,1
0.108191,0.747497,1
0.151187,0.692346,1
0.207212,0.658026,1
0.131533,0.766085,1
0.091239,0.695284,1
0.169215,0.704599,1
0.254076,0.659408,1
0.174968,0.584339,1
0.147145,0.668204,1
0.165773,0.723854,1
0.188339,0.669713,1
0.111585,0.750045,1
0.206921,0.667975,1
0.142249,0.736301,1
0.192609,0.739744,1
0.141963,0.776349,1
0.086574,0.750491,1
0.14384,0.694786,1
0.122368,0.765546,1
0.123834,0.749838,1
0.165677,0.785521,1
0.177643,0.730865,1
0.105042,0.862603,1
0.139606,0.837035,1
0.14454,0.797503,1
0.24506,0.62342,1
0.052862,0.829852,1
0.178114,0.768902,1
0.178499,0.649316,1
0.269799,0.676659,1
0.136648,0.685373,1
0.184253,0.711177,1
0.213055,0.623375,1
0.103625,0.783738,1
0.09988,0.773231,1
0.172723,0.750305,1
0.102201,0.842153,1
0.222919,0.625235,1
0.146563,0.696431,1
0.197438,0.584337,1
0.2582,0.612601,1
0.215592,0.686921,1
0.202957,0.664306,1
0.205612,0.734095,1
0.197336,0.74505,1
0.187664,0.698256,1
0.127828,0.816893,1
0.254464,0.66443,1
0.287869,0.591019,1
0.196364,0.767431,1
0.146434,0.720265,1
0.205236,0.71718,1
0.275252,0.598624,1
0.109332,0.782744,1
0.180243,0.732337,1
0.207914,0.49995,1
0.112525,0.750016,1
0.222677,0.732631,1
0.158593,0.736374,1
0.172331,0.753925,1
0.167713,0.772468,1
0.038682,0.886667,1
0.216767,0.630572,1
0.129835,0.755116,1
0.068022,0.738107,1
0.164242,0.675928,1
0.18726,0.634637,1
0.154168,0.729374,1
0.157786,0.673782,1
0.276107,0.604838,1
0.176773,0.708295,1
0.067438,0.80402,1
0.101704,0.900092,1
0.207592,0.766619,1
0.159126,0.632039,1
0.160187,0.746427,1
0.183759,0.684251,1
0.170969,0.57256,1
0.168301,0.61769,1
0.248567,0.560934,1
0.238922,0.761886,1
0.106977,0.684491,1
0.268648,0.592007,1
0.199084,0.639228,1
0.222215,0.595488,1
0.169428,0.792468,1
0.173452,0.639149,1
0.154616,0.720111,1
0.227596,0.619688,1
0.145978,0.772326,1
0.185403,0.636566,1
0.208341,0.785608,1
0.250164,0.675046,1
0.245878,0.690091,1
0.184312,0.780686,1
0.181455,0.744233,1
0.098836,0.775231,1
0.187881,0.638347,1
0.117136,0.706714,1
0.128827,0.789076,1
0.187276,0.613612,1
0.235823,0.689102,1
0.153346,0.723769,1
0.084445,0.791434,1
0.140634,0.786159,1
0.205944,0.693827,1
0.162638,0.671741,1
0.230392,0.71483,1
0.213519,0.729946,1
0.187165,0.66632,1
0.157627,0.681732,1
0.183009,0.700938,1
0.158685,0.627194,1
0.129494,0.693957,1
0.25981,0.508235,1
0.204496,0.557608,1
0.199782,0.524487,1
0.2058,0.639846,1
0.112084,0.720523,1
0.264594,0.634221,1
0.193924,0.666134,1
0.188518,0.646196,1
0.250441,0.703854,1
0.259503,0.60705,1
0.236462,0.619428,1
0.167952,0.715356,1
0.16154,0.696039,1
0.179471,0.750719,1
0.129868,0.614285,1
0.143482,0.872655,1
0.161858,0.63099,1
0.292696,0.580635,1
0.188469,0.820716,1
0.236908,0.745486,1
0.107857,0.626671,1
0.13438,0.732891,1
0.172751,0.73839,1
0.200858,0.712556,1
0.140024,0.656319,1
0.162035,0.701429,1
0.171516,0.662497,1
0.172526,0.679301,1
0.157087,0.75929,1
0.19324,0.559284,1
0.191683,0.854592,1
0.209445,0.59446,1
0.145615,0.610635,1
0.281604,0.639792,1
0.298123,0.616925,1
0.236447,0.697049,1
0.211393,0.726938,1
0.151675,0.705597,1
0.182784,0.688727,1
0.249947,0.729207,1
0.187049,0.846359,1
0.107061,0.813559,1
0.252614,0.653845,1
0.1783,0.751251,1
0.093207,0.68486,1
0.268558,0.672913,1
0.200632,0.682289,1
0.193781,0.71108,1
0.136498,0.775123,1
0.236844,0.665367,1
0.16975,0.663133,1
0.228211,0.814601,1
0.150292,0.713231,1
0.203516,0.719028,1
0.176585,0.652136,1
0.128336,0.61501,1
0.108822,0.798505,1
0.200261,0.671098,1
0.219029,0.685739,1
0.256866,0.709446,1
0.115946,0.751125,1
0.175937,0.577982,1
0.111346,0.806478,1
0.113176,0.717945,1
0.078894,0.763148,1
0.203169,0.561738,1
0.152826,0.69597,1
0.248998,0.690359,1
0.191179,0.579861,1
0.140242,0.625252,1
0.261917,0.730564,1
0.217383,0.599068,1
0.224615,0.56775,1
0.292961,0.53184,1
0.193763,0.690103,1
0.135801,0.760557,1
0.11766,0.700898,1
0.180256,0.687697,1
0.177509,0.730263,1
0.105949,0.77635,1
0.115858,0.751956,1
0.178532,0.72723,1
0.234791,0.566179,1
0.22179,0.614184,1
0.124541,0.814104,1
0.186582,0.87474,1
0.163085,0.61698,1
0.223331,0.657177,1
0.213599,0.687127,1
0.127334,0.761306,1
0.082677,0.762369,1
0.159584,0.649626,1
0.138226,0.716776,1
0.232717,0.639228,1
0.150991,0.661556,1
0.136607,0.731349,1
0.258835,0.699513,1
0.220661,0.668131,1
0.208646,0.624993,1
0.189921,0.666341,1
0.167057,0.648232,1
0.201168,0.654845,1
0.17642,0.736217,1
0.167447,0.733071,1
0.158394,0.717297,1
0.133163,0.768321,1
0.18901,0.749992,1
0.227594,0.601794,1
0.257225,0.733422,1
0.134464,0.721205,1
0.114669,0.771533,1
0.130617,0.746281,1
0.123482,0.699346,1
0.113831,0.764938,1
0.200142,0.62217,1
0.198323,0.639608,1
0.189934,0.770835,1
0.193984,0.69146,1
0.192804,0.643063,1
0.129585,0.556837,1
0.188488,0.719804,1
0.188414,0.714366,1
0.108774,0.677832,1
0.112438,0.760746,1
0.204437,0.733982,1
0.135785,0.780995,1
0.128821,0.711969,1
0.168617,0.727219,1
0.149094,0.700801,1
0.248487,0.733611,1
0.148971,0.781378,1
0.272453,0.584445,1
0.179541,0.791803,1
0.185645,0.688698,1
0.073532,0.692253,1
0.157401,0.591456,1
0.203639,0.69834,1
0.04095,0.788422,1
0.174009,0.724272,1
0.179565,0.732069,1
0.217494,0.641665,1
0.178835,0.772068,1
0.146917,0.782175,1
0.161115,0.726245,1
0.273636,0.602468,1
0.150009,0.836016,1
0.146195,0.79276,1
0.182165,0.612336,1
0.07039,0.709359,1
0.10566,0.725757,1
0.198791,0.637793,1
0.186198,0.697864,1
0.202374,0.619278,1
0.15435,0.680839,1
0.257046,0.686126,1
0.18353,0.561788,1
0.199794,0.759616,1
0.130272,0.747375,1
0.165955,0.780003,1
0.195741,0.615846,1
0.165413,0.664685,1
0.162251,0.645945,1
0.155953,0.630314,1
0.264753,0.65066,1
0.177657,0.80012,1
0.086044,0.824497,1
0.187911,0.663554,1
0.089162,0.779828,1
0.115494,0.736694,1
0.17811,0.773092,1
0.194552,0.515408,1
0.155824,0.642463,1
0.143894,0.698872,1
0.173624,0.718736,1
0.097633,0.8408,1
0.145384,0.443606,1
0.196507,0.596436,1
0.175012,0.690203,1
0.196465,0.635812,1
0.13201,0.706964,1
0.206635,0.790727,1
0.221679,0.65113,1
0.143834,0.703428,1
0.220308,0.669569,1
0.282789,0.557849,1
0.184176,0.824175,1
0.150906,0.681473,1
0.199714,0.717182,1
0.168933,0.623876,1
0.083666,0.766298,1
0.141341,0.851915,1
0.241532,0.496138,1
0.212601,0.59942,1
0.130386,0.772156,1
0.188593,0.670117,1
0.099229,0.718284,1
0.149458,0.713075,1
0.149536,0.669789,1
0.181298,0.648097,1
0.137959,0.751408,1
0.257906,0.631427,1
0.191475,0.664482,1
0.177058,0.653167,1
0.147138,0.710448,1
0.197013,0.703935,1
0.185439,0.755485,1
0.208842,0.656566,1
0.225022,0.608961,1
0.155875,0.747378,1
0.252694,0.665895,1
0.095189,0.744914,1
0.124926,0.819861,1
0.146575,0.799241,1
0.111759,0.749406,1
0.135365,0.747795,1
0.213479,0.635057,1
0.085397,0.803978,1
0.175377,0.686336,1
0.163015,0.813322,1
0.186106,0.676448,1
0.141732,0.776483,1
0.152427,0.769902,1
0.196127,0.595246,1
0.163065,0.704896,1
0.190903,0.55153,1
0.175166,0.645888,1
0.210534,0.645152,1
0.144605,0.616447,1
0.196838,0.819509,1
0.179966,0.753641,1
0.26755,0.618818,1
0.152298,0.729455,1
0.332915,0.555728,1
0.133227,0.681512,1
0.087792,0.834845,1
0.132586,0.670088,1
0.219877,0.6736,1
0.242169,0.565065,1
0.240944,0.603331,1
0.246069,0.603433,1
0.113523,0.831466,1
0.189709,0.725893,1
0.185852,0.640083,1
0.218048,0.773479,1
0.256809,0.745375,1
0.122238,0.695708,1
0.105823,0.795808,1
0.108779,0.801415,1
0.189509,0.706543,1
0.158748,0.748,1
0.116887,0.697535,1
0.074447,0.791643,1
0.15979,0.728336,1
0.238732,0.745404,1
0.191969,0.616457,1
0.190892,0.746651,1
0.237294,0.695455,1
0.270237,0.606621,1
0.214108,0.735481,1
0.091085,0.825571,1
0.18754,0.64528,1
0.192906,0.590624,1
0.185598,0.630113,1
0.140984,0.718321,1
0.155174,0.688081,1
0.145886,0.609453,1
0.173375,0.718607,1
0.124008,0.694535,1
0.151896,0.783379,1
0.240028,0.677035,1
0.184543,0.703918,1
0.225733,0.641684,1
0.175195,0.658908,1
0.121501,0.726021,1
0.140427,0.815811,1
0.100217,0.84373,1
0.136157,0.748859,1
0.163968,0.715369,1
0.206113,0.672107,1
0.095289,0.902177,1
0.251728,0.642032,1
0.226668,0.748228,1
0.196702,0.660671,1
0.124815,0.800651,1
0.154637,0.658718,1
0.20203,0.708137,1
0.218503,0.698677,1
0.176723,0.640136,1
0.192526,0.741104,1
0.153542,0.732188,1
0.216131,0.653504,1
0.115545,0.686005,1
0.1597,0.759889,1
0.248825,0.652231,1
0.121044,0.709349,1
0.222705,0.679293,1
0.223983,0.809018,1
0.155583,0.765622,1
0.213898,0.727851,1
0.164547,0.79879,1
0.187267,0.649376,1
0.147394,0.658754,1
0.131563,0.750084,1
0.108358,0.762482,1
0.17559,0.713358,1
0.241668,0.630591,1
0.153504,0.78242,1
0.122285,0.699057,1
0.24887,0.649692,1
0.139398,0.607059,1
0.063359,0.771238,1
0.247094,0.527534,1
0.127164,0.712149,1
0.152839,0.721832,1
0.170734,0.769161,1
0.256805,0.623243,1
0.156724,0.645539,1
0.121923,0.624602,1
0.146595,0.628724,1
0.26393,0.64092,1
0.254078,0.71726,1
0.175787,0.729738,1
0.308757,0.572938,1
0.195981,0.728329,1
0.203611,0.608507,1
0.119943,0.697719,1
0.158058,0.725974,1
0.240499,0.734384,1
0.113086,0.648351,1
0.205891,0.708235,1
0.178002,0.645518,1
0.137343,0.626359,1
0.228526,0.682005,1
0.1891,0.635482,1
0.153588,0.74562,1
0.141883,0.67332,1
0.14906,0.744457,1
0.191482,0.644468,1
0.148008,0.614641,1
0.154835,0.736603,1
0.19314,0.663366,1
0.091122,0.764028,1
0.186705,0.711679,1
0.194995,0.730774,1
0.147042,0.718473,1
0.087469,0.734777,1
0.131181,0.648483,1
0.122789,0.711649,1
0.149682,0.719237,1
0.219209,0.767001,1
0.2247,0.730853,1
0.232396,0.73252,1
0.233281,0.668469,1
0.281387,0.599791,1
0.121857,0.716861,1
0.230597,0.626856,1
0.242394,0.728883,1
0.170434,0.701676,1
0.167744,0.780884,1
0.202193,0.67712,1
0.158492,0.674788,1
0.215377,0.659589,1
0.187524,0.593898,1
0.267038,0.641817,1
0.16898,0.78806,1
0.162882,0.715314,1
0.154627,0.771516,1
0.246704,0.655321,1
0.167867,0.800634,1
0.174158,0.770214,1
0.243066,0.804257,1
0.197174,0.710855,1
0.216586,0.657617,1
0.076766,0.818945,1
0.180072,0.797928,1
0.194335,0.680336,1
0.204732,0.696469,1
0.123967,0.68217,1
0.213139,0.732221,1
0.102341,0.73222,1
0.16268,0.669747,1
0.215685,0.525234,1
0.1868,0.664682,1
0.13274,0.834275,1
0.199486,0.669512,1
0.105526,0.729525,1
0.198291,0.582677,1
0.211165,0.632333,1
0.136346,0.698696,1
0.202173,0.705707,1
0.184696,0.680175,1
0.178212,0.741275,1
0.199989,0.721539,1
0.136274,0.774209,1
0.229299,0.760817,1
0.210259,0.731205,1
0.145413,0.611656,1
0.200951,0.819486,1
0.203259,0.770287,1
0.188698,0.637331,1
0.186282,0.632551,1
0.152065,0.671607,1
0.194335,0.716809,1
0.134848,0.710782,1
0.249839,0.584472,1
0.143859,0.734991,1
0.113414,0.773977,1
0.237628,0.600538,1
0.161313,0.652821,1
0.126107,0.799661,1
0.294487,0.546573,1
0.319091,0.568795,1
0.177456,0.696454,1
0.18422,0.780737,1
0.117336,0.703855,1
0.228371,0.668801,1
0.197933,0.642688,1
0.222701,0.661623,1
0.241612,0.784515,1
0.033393,0.777102,1
0.156116,0.733663,1
0.197044,0.68076,1
0.141278,0.662531,1
0.139776,0.706243,1
0.120804,0.623977,1
0.152687,0.715734,1
0.249593,0.733146,1
0.134056,0.70133,1
0.162299,0.673623,1
0.19979,0.775761,1
0.173316,0.614635,1
0.141143,0.797936,1
0.173666,0.722958,1
0.12958,0.686633,1
0.219697,0.621317,1
0.176384,0.753506,1
0.16502,0.733665,1
0.151475,0.675084,1
0.150724,0.688217,1
0.145868,0.771726,1
0.221507,0.655125,1
0.242124,0.6011,1
0.094713,0.801438,1
0.198381,0.671003,1
0.186159,0.780096,1
0.239394,0.546197,1
0.159092,0.729562,1
0.220584,0.733525,1
0.169569,0.600267,1
0.200843,0.648857,1
0.132761,0.741514,1
0.169264,0.709468,1
0.187929,0.568526,1
0.176443,0.784415,1
0.142553,0.795153,1
0.113931,0.736921,1
0.16598,0.697197,1
0.150937,0.709758,1
0.233037,0.642985,1
0.136359,0.747095,1
0.070663,0.74331,1
0.239865,0.713508,1
0.205034,0.739357,1
0.136598,0.841275,1
0.135507,0.698302,1
0.144823,0.77661,1
0.086679,0.708971,1
0.10384,0.769102,1
0.230671,0.580295,1
0.125318,0.86037,1
0.057647,0.7375,1
0.111152,0.875467,1
0.194,0.654333,1
0.140921,0.75021,1
0.260875,0.670745,1
0.172278,0.601171,1
0.219382,0.642751,1
0.186304,0.641067,1
0.192843,0.594889,1
0.175211,0.739935,1
0.155159,0.653949,1
0.202745,0.546215,1
0.129266,0.663723,1
0.167916,0.713863,1
0.330359,0.529506,1
0.203996,0.678936,1
0.144619,0.773885,1
0.152279,0.754179,1
0.176703,0.623914,1
0.188469,0.609377,1
0.176728,0.747513,1
0.209958,0.64933,1
0.146701,0.931432,1
0.149127,0.72872,1
0.103305,0.783352,1
0.114541,0.746319,1
0.139745,0.731407,1
0.141228,0.789572,1
0.196473,0.573307,1
0.128329,0.760287,1
0.15724,0.685195,1
0.142069,0.765782,1
0.190055,0.78919,1
0.188719,0.699319,1
0.15239,0.746043,1
0.187685,0.665578,1
0.192567,0.692902,1
0.186654,0.656165,1
0.233815,0.678708,1
0.03186,0.656963,1
0.163416,0.749066,1
0.165767,0.801476,1
0.223197,0.680423,1
0.088928,0.923397,1
0.225387,0.688517,1
0.098886,0.770346,1
0.098653,0.673903,1
0.095006,0.737569,1
0.082613,0.841191,1
0.211925,0.661576,1
0.241366,0.645188,1
0.224476,0.635617,1
0.19916,0.645208,1
0.224422,0.57851,1
0.2826,0.677792,1
0.225838,0.765208,1
0.251886,0.511169,1
0.199538,0.671806,1
0.114539,0.717726,1
0.134599,0.797944,1
0.174642,0.673046,1
0.19442,0.757728,1
0.221335,0.808543,1
0.202596,0.659432,1
0.287899,0.620722,1
0.185967,0.562469,1
0.214825,0.634292,1
0.275325,0.613237,1
0.137827,0.69304,1
0.202364,0.791148,1
0.24913,0.732881,1
0.226148,0.71242,1
0.166709,0.693019,1
0.13935,0.734283,1
0.092382,0.636691,1
0.139054,0.68635,1
0.182369,0.719528,1
0.096887,0.659547,1
0.26113,0.676646,1
0.146231,0.791504,1
0.128361,0.819793,1
0.201569,0.651489,1
0.161022,0.681792,1
0.192796,0.711005,1
0.252124,0.593334,1
0.148095,0.779268,1
0.1212,0.696999,1
0.190367,0.82086,1
0.172065,0.723393,1
0.263491,0.58466,1
0.161242,0.753341,1
0.198636,0.606635,1
0.225486,0.599268,1
0.164088,0.781577,1
0.227279,0.668676,1
0.181639,0.595119,1
0.244362,0.706294,1
0.255482,0.706752,1
0.16101,0.710904,1
0.242889,0.729489,1
0.12709,0.672797,1
0.276261,0.60576,1
0.095138,0.685452,1
0.218129,0.674456,1
0.099587,0.689074,1
0.106052,0.658216,1
0.151039,0.69767,1
0.112169,0.763561,1
0.312585,0.615761,1
0.122018,0.638378,1
0.17768,0.807604,1
0.179125,0.687047,1
0.19381,0.826704,1
0.163521,0.735911,1
0.124916,0.717259,1
0.185577,0.732932,1
0.095396,0.589065,1
0.107368,0.833087,1
0.226619,0.612662,1
0.134208,0.719818,1
0.187402,0.590376,1
0.195704,0.588268,1
0.181447,0.693291,1
0.144929,0.715828,1
0.229368,0.677555,1
0.135969,0.789379,1
0.106861,0.755054,1
0.197949,0.671058,1
0.048991,0.814151,1
0.182447,0.79872,1
0.128278,0.744929,1
0.175365,0.709978,1
0.151201,0.651437,1
0.131997,0.678872,1
0.156803,0.770833,1
0.23083,0.675884,1
0.204953,0.643392,1
0.25937,0.696763,1
0.13405,0.763446,1
0.081819,0.882021,1
0.261336,0.719093,1
0.239118,0.745712,1
0.215709,0.643435,1
0.247893,0.673607,1
0.168384,0.602355,1
0.164355,0.58805,1
0.185193,0.687502,1
0.192608,0.684953,1
0.230592,0.650165,1
0.135243,0.633408,1
0.203283,0.657467,1
0.213661,0.73346,1
0.195558,0.781834,1
0.148866,0.683297,1
0.202387,0.64247,1
0.221795,0.594048,1
0.151723,0.809442,1
0.221764,0.586427,1
0.138421,0.664797,1
0.179453,0.779866,1
0.206127,0.523934,1
0.133922,0.735977,1
0.213133,0.67595,1
0.201042,0.631469,1
0.037256,0.73618,1
0.165497,0.856808,1
0.140982,0.721555,1
0.164499,0.713369,1
0.182302,0.694606,1
0.199467,0.573348,1
0.088102,0.787135,1
0.192601,0.680992,1
0.215955,0.610944,1
0.212023,0.637205,1
0.162498,0.721171,1
0.186531,0.662188,1
0.184823,0.752181,1
0.116032,0.713762,1
0.230464,0.734199,1
0.075673,0.726398,1
0.176977,0.764445,1
0.16988,0.707033,1
0.185714,0.697632,1
0.135261,0.798877,1
0.135014,0.742823,1
0.14711,0.796201,1
0.173325,0.761584,1
0.208992,0.679589,1
0.224766,0.608053,1
0.210285,0.64707,1
0.234756,0.639942,1
0.140969,0.757761,1
0.196082,0.786032,1
0.248581,0.800157,1
0.165518,0.740983,1
0.28552,0.560519,1
0.194204,0.719143,1
0.181815,0.563184,1
0.170473,0.618159,1
0.184165,0.801573,1
0.164321,0.756934,1
0.235554,0.733544,1
0.160257,0.774849,1
0.191573,0.732595,1
0.269472,0.618561,1
0.210329,0.652619,1
0.155153,0.711961,1
0.208622,0.62866,1
0.227883,0.717333,1
0.201338,0.688087,1
0.137821,0.775182,1
0.148424,0.766763,1
0.227916,0.66472,1
0.17281,0.642069,1
0.155355,0.704251,1
0.146672,0.652295,1
0.213219,0.670036,1
0.212219,0.561238,1
0.125234,0.783108,1
0.155106,0.604823,1
0.186661,0.731387,1
0.079893,0.760903,1
0.158643,0.74441,1
0.124962,0.741077,1
0.110353,0.82833,1
0.129641,0.561768,1
0.131255,0.723774,1
0.176836,0.783172,1
0.253247,0.552189,1
0.178959,0.700031,1
0.077656,0.761401,1
0.137789,0.689531,1
0.156933,0.6403,1
0.151247,0.688552,1
0.152647,0.668454,1
0.121904,0.778893,1
0.113227,0.742617,1
0.240264,0.512792,1
0.140123,0.705784,1
0.100939,0.837669,1
0.051659,0.796692,1
0.122017,0.71902,1
0.155552,0.650782,1
0.169682,0.726107,1
0.210439,0.677534,1
0.139886,0.698876,1
0.168455,0.674414,1
0.246591,0.674258,1
0.16495,0.73362,1
0.269254,0.651535,1
0.211405,0.70847,1
0.155326,0.715754,1
0.203411,0.670761,1
0.105478,0.743836,1
0.140057,0.627176,1
0.203358,0.7022,1
0.195179,0.709381,1
0.217747,0.746731,1
0.125892,0.713085,1
0.219788,0.744934,1
0.224616,0.797657,1
0.161629,0.695375,1
0.254998,0.617284,1
0.144104,0.701217,1
0.216808,0.781626,1
0.128302,0.701334,1
0.162976,0.566741,1
0.214748,0.634411,1
0.096225,0.872394,1
0.151802,0.664459,1
0.147842,0.589738,1
0.20442,0.777634,1
0.096301,0.782535,1
0.207073,0.670879,1
0.015231,0.886588,1
0.273365,0.609895,1
0.13825,0.728705,1
0.106567,0.659369,1
0.268412,0.734498,1
0.206044,0.709521,1
0.203864,0.760312,1
0.152706,0.753495,1
0.185799,0.663495,1
0.13045,0.871727,1
0.200007,0.685797,1
0.179282,0.602249,1
0.19748,0.566079,1
0.094934,0.757923,1
0.218892,0.629534,1
0.301824,0.552998,1
0.167959,0.766087,1
0.115892,0.781217,1
0.116172,0.722133,1
0.197735,0.644486,1
0.240209,0.650838,1
0.162506,0.663072,1
0.244083,0.624642,1
0.222557,0.7655,1
0.197537,0.685801,1
0.158801,0.729664,1
0.176735,0.743036,1
0.165172,0.755001,1
0.244151,0.640879,1
0.100161,0.834837,1
0.169475,0.680518,1
0.18808,0.666115,1
0.045308,0.826647,1
0.17381,0.636186,1
0.125869,0.655007,1
0.244726,0.629766,1
0.129003,0.665682,1
0.182999,0.686311,1
0.101118,0.869298,1
0.232441,0.791252,1
0.19867,0.702815,1
0.23274,0.651822,1
0.220135,0.641297,1
0.202438,0.663357,1
0.224359,0.682141,1
0.203639,0.661094,1
0.107093,0.859347,1
0.174369,0.64406,1
0.128679,0.74604,1
0.229752,0.740063,1
0.146468,0.755567,1
0.243816,0.625992,1
0.208563,0.689254,1
0.151882,0.676346,1
0.20268,0.711901,1
0.135641,0.78566,1
0.242659,0.68624,1
0.161813,0.761526,1
0.163597,0.659253,1
0.137844,0.707274,1
0.159247,0.777769,1
0.181132,0.757824,1
0.206777,0.632589,1
0.162291,0.658835,1
0.154742,0.81007,1
0.105201,0.66599,1
0.186572,0.68376,1
0.124574,0.789898,1
0.203318,0.658672,1
0.10182,0.865237,1
0.130698,0.714576,1
0.238966,0.68191,1
0.107037,0.732673,1
0.184843,0.784073,1
0.146241,0.664473,1
0.168294,0.823589,1
0.16571,0.668642,1
0.267471,0.659388,1
0.174233,0.678209,1
0.142759,0.875287,1
0.127903,0.736282,1
0.170264,0.704441,1
0.142454,0.72739,1
0.166744,0.748136,1
0.20095,0.554535,1
0.153164,0.736665,1
0.171644,0.75941,1
0.284663,0.648209,1
0.214468,0.699005,1
0.186805,0.620805,1
0.118345,0.767949,1
0.204519,0.91559,1
0.212422,0.760181,1
0.14606,0.739915,1
0.140563,0.676434,1
0.271224,0.69794,1
0.139256,0.740071,1
0.184825,0.787584,1
0.124224,0.660588,1
0.180123,0.722993,1
0.143256,0.603265,1
0.135684,0.688042,1
0.083919,0.717483,1
0.155736,0.767816,1
0.141168,0.842493,1
0.134833,0.830312,1
0.099302,0.643248,1
0.227566,0.586182,1
0.116919,0.738801,1
0.157161,0.729812,1
0.156885,0.721934,1
0.246458,0.646528,1
0.215086,0.653802,1
0.118952,0.862408,1
0.21704,0.522645,1
0.194865,0.768472,1
0.237262,0.695917,1
0.083777,0.844834,1
0.195797,0.664397,1
0.178746,0.742261,1
0.133664,0.724315,1
0.063246,0.864739,1
0.168186,0.659951,1
0.171504,0.717687,1
0.028001,0.917568,1
0.21102,0.612653,1
0.11198,0.753152,1
0.180113,0.788523,1
0.187996,0.733783,1
0.177679,0.524161,1
0.170545,0.632317,1
0.183309,0.736314,1
0.202451,0.737677,1
0.168019,0.742446,1
0.327507,0.501141,1
0.241855,0.687108,1
0.225123,0.496163,1
0.140859,0.760565,1
0.112041,0.58862,1
0.108075,0.633044,1
0.222195,0.592948,1
0.262252,0.627535,1
0.217147,0.673533,1
0.192908,0.606942,1
0.131467,0.69253,1
0.098372,0.727976,1
0.133427,0.647493,1
0.215846,0.667121,1
0.163101,0.710877,1
0.067886,0.861968,1
0.151436,0.729414,1
0.074749,0.741952,1
0.146172,0.709605,1
0.191009,0.699239,1
0.218005,0.689032,1
0.128777,0.739617,1
0.162136,0.728864,1
0.196367,0.636697,1
0.111585,0.770411,1
0.162643,0.749039,1
0.194822,0.69087,1
0.1218,0.70523,1
0.305145,0.607908,1
0.131793,0.719834,1
0.127065,0.727977,1
0.207696,0.635046,1
0.188254,0.714205,1
0.201361,0.676917,1
0.129677,0.83136,1
0.131854,0.796964,1
0.147161,0.742194,1
0.171803,0.684192,1
0.10945,0.667409,1
0.148683,0.688508,1
0.243377,0.740451,1
0.183371,0.800451,1
0.220207,0.589632,1
0.191309,0.508324,1
0.195498,0.651857,1
0.222508,0.78405,1
0.201872,0.600114,1
0.127434,0.846554,1
0.155286,0.684282,1
0.209281,0.609671,1
0.213547,0.647554,1
0.055473,0.792295,1
0.169072,0.705764,1
0.132116,0.759456,1
0.261744,0.617319,1
0.21191,0.728331,1
0.108392,0.667624,1
0.168989,0.789385,1
0.137109,0.700314,1
0.141893,0.824764,1
0.09363,0.769411,1
0.176842,0.634417,1
0.191597,0.628629,1
0.241953,0.68838,1
0.224426,0.737562,1
0.155683,0.677071,1
0.245492,0.717008,1
0.169931,0.724105,1
0.160194,0.730979,1
0.162107,0.730788,1
0.278224,0.679503,1
0.270706,0.614097,1
0.229389,0.590855,1
0.148534,0.73171,1
0.182819,0.760256,1
0.24577,0.515919,1
0.172255,0.594822,1
0.154405,0.644087,1
0.216154,0.727545,1
0.16515,0.662409,1
0.155708,0.744934,1
0.177828,0.609735,1
0.166375,0.704867,1
0.211378,0.748755,1
0.145149,0.710328,1
0.159731,0.645231,1
0.164079,0.663654,1
0.173895,0.693423,1
0.175004,0.593651,1
0.229233,0.767044,1
0.116267,0.678287,1
0.205419,0.721063,1
0.229453,0.647376,1
0.146953,0.709618,1
0.182435,0.673614,1
0.194985,0.693945,1
0.153501,0.694846,1
0.100778,0.561597,1
0.097789,0.747849,1
0.113405,0.63867,1
0.17398,0.656549,1
0.053075,0.821404,1
0.164452,0.662245,1
0.139423,0.72706,1
0.268052,0.630605,1
0.224568,0.739858,1
0.171025,0.691001,1
0.211217,0.689043,1
0.209649,0.805737,1
0.093083,0.686427,1
0.131755,0.773208,1
0.17931,0.823646,1
0.123687,0.76444,1
0.164822,0.74591,1
0.149364,0.638023,1
0.13555,0.760971,1
0.155124,0.875503,1
0.182593,0.730762,1
0.228548,0.701713,1
0.157867,0.676848,1
